Mt-enriched progenitors_name,Mt-enriched progenitors_logfoldchange,Mt-enriched progenitors_pval,Embryonic gut mesenchymal cells_name,Embryonic gut mesenchymal cells_logfoldchange,Embryonic gut mesenchymal cells_pval,Gut wall SM and ICCs_name,Gut wall SM and ICCs_logfoldchange,Gut wall SM and ICCs_pval,Villus SM cells_name,Villus SM cells_logfoldchange,Villus SM cells_pval,Mature fibroblast-like cells_name,Mature fibroblast-like cells_logfoldchange,Mature fibroblast-like cells_pval,Pericytes_name,Pericytes_logfoldchange,Pericytes_pval,Colonic mesenchymal cells-1_name,Colonic mesenchymal cells-1_logfoldchange,Colonic mesenchymal cells-1_pval,Colonic mesenchymal cells-2_name,Colonic mesenchymal cells-2_logfoldchange,Colonic mesenchymal cells-2_pval,Tmem176a+ cells_name,Tmem176a+ cells_logfoldchange,Tmem176a+ cells_pval,Undifferentiated endothelial cells_name,Undifferentiated endothelial cells_logfoldchange,Undifferentiated endothelial cells_pval,Transitioning endothelial cells_name,Transitioning endothelial cells_logfoldchange,Transitioning endothelial cells_pval,Venous endothelial cells_name,Venous endothelial cells_logfoldchange,Venous endothelial cells_pval,Arterial endothelial cells_name,Arterial endothelial cells_logfoldchange,Arterial endothelial cells_pval,Lymphatic endothelial cells_name,Lymphatic endothelial cells_logfoldchange,Lymphatic endothelial cells_pval,Capillary endothelial cells_name,Capillary endothelial cells_logfoldchange,Capillary endothelial cells_pval,Lgr5+ stem/ progenitor cells_name,Lgr5+ stem/ progenitor cells_logfoldchange,Lgr5+ stem/ progenitor cells_pval,Enterocytes-1_name,Enterocytes-1_logfoldchange,Enterocytes-1_pval,Enterocytes-2_name,Enterocytes-2_logfoldchange,Enterocytes-2_pval,Enterocytes-3_name,Enterocytes-3_logfoldchange,Enterocytes-3_pval,Goblet cells_name,Goblet cells_logfoldchange,Goblet cells_pval,Enteroendocrine cells_name,Enteroendocrine cells_logfoldchange,Enteroendocrine cells_pval,Enteric neurons_name,Enteric neurons_logfoldchange,Enteric neurons_pval,Enteric glial cells_name,Enteric glial cells_logfoldchange,Enteric glial cells_pval,Enteric neuronal progenitor cells_name,Enteric neuronal progenitor cells_logfoldchange,Enteric neuronal progenitor cells_pval,Mesothelial progenitor cells_name,Mesothelial progenitor cells_logfoldchange,Mesothelial progenitor cells_pval,Differentiated mesothelial cells_name,Differentiated mesothelial cells_logfoldchange,Differentiated mesothelial cells_pval,Macrophages-1_name,Macrophages-1_logfoldchange,Macrophages-1_pval,Macrophages-2_name,Macrophages-2_logfoldchange,Macrophages-2_pval,Erythrocytes_name,Erythrocytes_logfoldchange,Erythrocytes_pval
Rplp2,-0.25225976,6.889493539014669e-16,Igfbp5,2.1714108,0.0,Pnisr,1.344876,5.744543571449377e-208,Lpp,2.9601083,1.03681312486962e-63,Mmp14,2.5518668,0.0,Emid1,4.0815635,1.0407744949720924e-51,Sfrp2,2.8820205,1.2454436292312611e-117,Grb10,1.5116938,1.5325046046367167e-70,Nrep,2.380437,6.714042128142327e-14,Ranbp1,0.5821624,6.788948277182536e-110,Mfng,2.5432525,4.1568115392624455e-252,Adgrf5,3.121494,4.521157015305282e-104,Fbn1,2.7250237,1.4057975690862252e-45,Palm,2.7054155,7.923801283083779e-111,Snrk,3.4451702,0.0,Krt7,2.349261,2.4704621299849257e-236,Serpinb6a,2.5617187,0.0,Uap1l1,4.564571,0.0,2010107E04Rik,1.6536089,9.20287652652663e-109,Slc35a1,3.3333874,1.3133329160486037e-77,Sis,13.852045,3.416069038896924e-39,Ubb,0.9276062,1.6159748833906426e-276,Gatm,4.3642535,1.38058118658361e-86,Enah,2.0528474,1.1933785911096101e-183,Peg3,1.7567576,9.692259591706274e-137,Dag1,3.0572538,3.0526759668531754e-150,Capza2,1.7656865,0.0,Acp5,4.7790775,2.3322940501559394e-141,Ncf4,2.7468507,7.495889991196206e-05
Ptn,0.6540385,8.98639206025428e-15,Mmp14,1.8957803,0.0,Ppp1r12a,1.578516,9.34366240439775e-203,Uba2,3.119512,3.29649738620429e-63,Rrbp1,1.7745552,0.0,Stom,3.6124442,4.701786978419106e-51,Hoxa9,4.4169354,2.1738205983916456e-117,Col6a3,1.9305382,2.7776361501052172e-70,Tsc22d1,1.8803571,9.755077824628023e-14,Dnaja1,0.4346186,4.119951210255504e-108,Tspan18,2.5875978,1.1577580198767058e-251,Nos3,4.1922092,4.866957753728318e-104,AU021092,4.3929844,2.7954518488583724e-45,Bst2,2.2111278,1.4680706220197787e-110,Ushbp1,4.732378,0.0,Rplp2,0.84057415,7.555537359450896e-234,Misp,4.099373,0.0,2200002D01Rik,4.4095163,0.0,Gsto1,2.7247796,1.1514015860872962e-107,P2rx4,3.9241626,1.7677632766278285e-77,Ssr4,1.6569955,4.8143386601015614e-39,Tmeff2,5.954087,3.795480323908753e-276,Cd9,2.832115,1.9139775445620017e-86,Msi2,2.070151,8.763473393106917e-183,Meg3,2.3449283,5.893334143412753e-136,Tm4sf1,3.2542121,1.3482471291747e-149,Cebpb,2.811381,0.0,Fam49b,2.9740186,8.131985766662344e-141,Adrb2,3.889294,9.336914194428423e-05
Tpm1,0.65109247,1.7562017262498843e-14,Fbn1,2.0564039,0.0,Ifitm2,1.0757989,1.5127371458215643e-201,Cav2,3.7450776,3.4508781893178684e-63,Pmp22,2.7236068,0.0,Aldh1a3,6.3100967,8.607248505457246e-51,Tia1,1.4276546,1.5013581874459509e-115,Clmp,2.4828322,1.4866422544706317e-69,mt-Co3,0.6620742,2.1645189057504886e-13,Nme1,0.5930106,1.0026756778679867e-107,Kitl,2.5439947,3.3866321003853323e-249,Dst,2.9561458,5.191600016947888e-104,Fgd5,3.0812519,1.1953196645615628e-44,Nfat5,2.4461966,2.149508750759164e-110,Lamc1,3.160102,0.0,Acer2,2.954095,1.3984387061372648e-233,Tkt,2.1221976,0.0,Selenop,3.9419627,0.0,Uap1l1,3.979617,1.1605588922114506e-107,Pmm2,3.279436,1.2344507375799062e-76,Cd164,2.1518264,7.558007708550201e-39,Pcbp3,4.1324806,4.180374589248076e-274,Celf2,3.0852656,4.4701522911825134e-86,Cdk4,1.2185935,3.2893698890542644e-181,Tpi1,1.4226964,1.1419157297420631e-135,Serpinh1,2.1444466,3.659021992671962e-146,Snx2,2.5374646,0.0,Selenop,3.1668139,1.0460087269976525e-140,Urod,1.5924199,9.900814771240269e-05
Rps13,-0.10609317,4.5595833336301976e-14,Fxyd6,2.1594992,0.0,Rbfox2,1.6322494,1.991023539451375e-201,Atp1b2,5.598393,1.2595300114578057e-62,Cdh11,2.8432362,0.0,Txnip,2.2416022,1.3826869630730566e-50,Zfp503,1.7919921,1.0683235588608198e-114,Hmgn2,1.455207,4.176759713951186e-69,mt-Co1,0.67387795,3.088239598433936e-13,Fscn1,1.297942,1.7391733557456616e-104,Prex2,2.5332918,9.094047659978619e-247,Crip1,2.5823126,3.587215308687456e-103,H19,2.293747,1.5906420820281994e-44,Ipo11,2.5370867,1.3269311044481893e-109,Sgk1,4.1211014,0.0,Rpl22,0.7170914,8.172199178606662e-228,Atp1a1,2.44298,0.0,Bdh1,4.5662284,0.0,Qdpr,2.8107467,1.1650176796593379e-104,Atoh1,10.119093,7.36560341503706e-74,Tm4sf5,3.1730945,1.0597951588795398e-38,Calm2,1.44496,1.3683902077415173e-273,Gas2l3,5.0323157,9.630151261808916e-86,Slc25a4,1.1961862,3.6721562401561794e-180,Hsp90ab1,0.88158566,1.6918996747512361e-134,Creb3l1,3.829612,9.513152190977105e-146,Fam49b,2.418019,0.0,Fam105a,4.966823,3.7214659774782727e-140,Trib3,4.3567686,0.00010600705238942689
Gm26870,2.396554,2.2061319192463418e-13,Selenom,1.6625376,0.0,Auts2,1.6480782,2.075051184036588e-200,Hey2,5.37885,4.338266793612718e-62,Lrp1,2.7494018,0.0,Olfml2b,3.5880651,7.922711627413775e-50,Ddah2,1.3427603,1.3986253301162128e-114,Runx1t1,2.2790744,7.017023150812111e-69,1700025G04Rik,2.6308203,3.329481096845297e-13,Rpl5,0.19969007,1.2397630186043491e-102,Sh3bp5,2.1552522,2.9898466322209298e-241,Ehd2,2.928997,3.743998918608228e-103,Adgrf5,2.971472,1.8402958926788969e-44,Crip2,2.1339853,4.503789674225869e-108,Gpihbp1,4.655486,0.0,Pfkl,1.8897109,3.016163369248532e-227,Mttp,3.6184335,0.0,Adh1,6.0435214,0.0,Bdh1,3.7995515,8.966755542189757e-104,Creb3l4,7.159527,2.098386306878146e-73,Mettl26,2.603519,2.4480872253671653e-38,Slc25a4,1.4452804,5.4579382590182e-270,Olfml2b,4.350857,1.2278975228120486e-85,Tcaf1,1.9779539,7.699342732843634e-179,Gpx8,1.7420057,2.9878749033755174e-134,Ltbp4,2.989904,1.0340541033047608e-145,Tnfaip8l2,6.5232835,0.0,Cd53,4.969319,7.266133596745103e-140,Cdr2,1.8026224,0.00014022773849495468
Myl9,1.0676796,4.392959911204866e-13,Map1lc3a,1.5805702,0.0,Ccnd2,1.5412258,1.669224118399975e-199,Tm4sf1,3.530283,4.203173074431315e-61,Mmp23,4.181527,0.0,Malat1,2.0254908,8.45593050381459e-50,Mmp14,1.5893707,6.4911374920719215e-114,Nucks1,1.513493,8.743859804197833e-69,Eva1a,4.0997143,3.7630241886894937e-13,Myl12a,0.5249009,6.511426355468539e-101,Ets2,2.0502102,1.2352907393224847e-240,Mest,2.5446851,4.494930243680972e-102,Bmx,7.862523,2.3404860353808787e-44,Fam43a,3.062152,7.755851596543948e-108,Tie1,3.8059256,0.0,Rpl11,0.74375176,2.0008781545203105e-226,Gcat,3.1781611,0.0,Lypd8,5.8255854,0.0,Aldh1b1,3.2466817,1.5947287051838322e-102,Bace2,4.886334,3.113267763376695e-73,Abcc8,9.16676,2.9199021379841487e-38,Tns3,2.9006326,7.844921546115952e-270,Col16a1,3.7336466,2.609663480329865e-85,Kif1b,1.9113199,8.061448040840218e-177,Bex3,1.3943292,3.457995349835959e-134,Npnt,4.257213,1.0658682117869713e-144,Npc2,1.6859171,0.0,Lcp1,3.3661323,8.267718524179476e-140,Ypel4,4.0702696,0.0002767699236830755
Sub1,-0.1588105,5.482558841785533e-12,Capn6,3.0629137,0.0,Ncam1,2.0039215,1.0416306879543735e-198,Bgn,3.1224382,2.21079587794541e-60,Nrp1,2.427173,0.0,Lamc1,2.5099812,1.349287089815337e-49,Rbfox2,1.5662189,7.246416668715509e-114,Tspan3,1.3930874,8.837290708270548e-69,Tcf21,2.8078406,4.023684074260552e-13,Cdh5,1.2647442,1.7000691707331387e-94,Prcp,2.263683,1.3793292249684516e-238,Fgd5,3.2329986,6.786738954354447e-102,Rasip1,2.6686516,3.5547041656278336e-44,Ppp3ca,2.1982534,2.4565940098992917e-107,Adgrl4,5.0105214,0.0,Rpl15,0.6784596,3.956356252137324e-226,Cox4i1,1.2334307,0.0,Tmem54,4.8672442,0.0,Cox7a2,1.1890162,1.656418971538137e-102,Nans,2.8472202,2.5502595633297037e-72,Baiap2l2,4.8762264,1.4427959578371284e-37,Ptprs,2.3796618,1.7787334475743566e-269,Tsc22d4,3.1528971,6.736472362608373e-85,Hsp90ab1,0.85978466,7.078865877488421e-174,Col18a1,1.7992136,5.79059575282119e-134,Dpp4,3.619321,2.4015646961341965e-144,Gm2a,3.831464,0.0,Clec4a2,5.0851593,1.251078572203592e-139,Slfn14,11.167404,0.00040293694248285614
Rpl24,-0.182363,6.1859343877268036e-12,Gpx8,1.8289948,0.0,Bex3,1.172218,8.491144304100504e-194,Ndrg2,4.134787,3.377842009588328e-60,Igf2r,2.1832037,0.0,Arhgef17,4.063176,1.845082600975658e-48,Nasp,1.4296873,1.1154843544287374e-112,Fam46a,2.7022398,1.3075047413616555e-68,Cited2,3.1036108,7.363118197105046e-13,Rpl19,0.19461581,1.4616216149459385e-88,Mpzl1,1.817966,1.5781967157888182e-238,Ctla2a,3.1619053,2.059967720953753e-101,Anxa3,2.4893262,6.212337518506163e-44,Afap1l1,2.5924513,1.4350605039662056e-105,Scarb1,3.9103904,0.0,Aes,1.3167685,1.0358479511650122e-224,Bdh1,3.5110416,0.0,Aqp11,5.0842166,0.0,Mt1,3.0206287,3.821150132172023e-101,Pla2g10,10.511494,3.813464979314123e-72,Cdh1,3.3673134,1.679388031317498e-37,Bend5,3.5243716,8.76531655796109e-269,Col1a1,3.9607983,1.7805970082913582e-84,Uchl1,2.0201755,3.2131210476623767e-173,Sema3a,4.330978,2.4295337619474426e-129,Igfbp7,2.6004765,3.3957644880527193e-143,Snx5,2.1445518,0.0,Rps29,1.5525385,1.6695031220425084e-139,Rfesd,2.0738811,0.00048689152847460044
Eef1g,-0.119201325,8.139377903775201e-11,Smoc2,2.4362485,0.0,Cdh11,1.8485175,8.021565304364183e-193,Sparc,2.6672153,4.2358985006065117e-60,Ifitm1,2.6603005,0.0,Serpinb1a,2.839952,2.862973155922006e-48,Cox6b2,2.4641407,4.7366069627840146e-111,Fbxl7,2.324622,2.274201833510583e-68,Actn1,2.2349813,8.906228723747932e-13,Gimap6,1.5466616,2.0766360154821067e-86,Arhgap31,2.1339233,5.4630766711265605e-235,Slfn2,4.341732,3.052790028533778e-101,Rflnb,2.9698071,1.0177223160817998e-43,Nr2f2,2.043319,1.946360175865465e-105,Cav1,3.0931737,0.0,Eif5a,1.1506515,1.32421608573035e-223,Cyc1,2.1514106,0.0,Adipor2,3.7981067,0.0,Tfg,2.4394517,6.273955434183177e-100,Plac8,3.0579383,9.24168812310247e-71,Cdhr2,3.7884233,1.8090617952052262e-37,Rab3a,4.2755547,1.3007861943473581e-268,H3f3b,1.3011223,2.2677308808596034e-83,Nedd9,2.484091,6.935596851013616e-173,Phgdh,1.8042947,9.204412567359973e-129,Il6st,3.4550877,3.7808845848126378e-143,Cybb,5.867582,0.0,Msr1,6.382417,3.4830461668580195e-139,Atp8a1,1.8190119,0.0005881418700063501
Nnat,0.7673496,9.898595022700915e-11,Rpl13,0.555309,0.0,Rps14,0.59754103,3.385932473232322e-192,Thra,2.4774613,9.495990409157531e-60,Antxr1,4.406567,0.0,Crip1,2.3382354,4.6371765050343813e-48,Top1,1.0977012,8.117879386280723e-110,Fblim1,2.253876,8.486586015461059e-68,Mmp2,2.898887,1.2145682875567798e-12,Sh3bgrl3,0.47414428,7.461980283990177e-86,Fgd5,2.400547,1.2238702423151534e-234,Icam2,2.8918736,1.9231831916686835e-100,Smad6,4.208125,3.0077878155330274e-43,Olfm1,3.5450346,2.463059770201627e-105,4931406P16Rik,2.9822748,0.0,Fam183b,5.6069083,3.2735549125916356e-220,Cox5a,1.7574437,0.0,Meltf,7.27834,0.0,Krt8,2.7978885,1.2561854119108433e-99,H2afj,2.2055013,3.5147148596627425e-70,Hopx,4.435096,3.4782317505607297e-37,Podxl2,3.038017,1.343730788129619e-263,Pja2,2.944561,3.7690293181739726e-82,2010111I01Rik,2.0993845,1.3748672502389136e-172,Emp3,1.6851209,2.733869233207551e-128,Slc16a1,3.927619,4.0576429068619975e-143,Slfn2,4.925192,0.0,Capza2,2.310644,3.491697659936138e-139,Rhag,9.052865,0.0006020017819383356
Hmgb2,0.39773884,1.0688078531703181e-10,Fzd2,2.4454482,0.0,Clmp,2.5063024,4.74806372744155e-187,Actn4,2.313853,1.3328040083475182e-59,Tppp3,4.647629,0.0,Agtr1a,6.9065304,5.871085703525725e-48,Sulf2,1.6849221,1.1575258645546502e-109,Prdx4,1.5301756,2.470903054908167e-67,Ecm1,3.9168036,1.6353214846950412e-12,Rps8,0.16148889,7.966091300165795e-85,Anxa3,1.8140191,9.819852058859915e-234,Tmem88,2.950177,4.2539738084755885e-100,Nos3,4.058649,3.3628903120649107e-43,Fth1,1.0972216,5.357872242846209e-105,Prex2,4.0096745,0.0,Lsr,2.5618927,2.0244445806402608e-219,Tmem238,3.3563,0.0,Glrx,3.9159522,0.0,Gipc2,3.5345762,1.3748981155269845e-99,Klf4,3.0785067,7.363853197449273e-70,Gadd45g,3.5439677,3.565593508870592e-37,Elavl2,5.9540153,7.138065405915867e-262,Tgfbr3,4.700477,4.149218321927015e-82,Hoxb4,2.237712,1.0692345810387968e-169,Cd81,1.2681308,4.778667581244372e-124,Cryab,3.6124568,6.401897834968727e-142,Ostf1,2.0773299,0.0,Ntpcr,3.7939806,3.599695530224648e-139,Cfap57,3.8284125,0.0010015557134520903
Cald1,0.5621023,1.1232929594045296e-10,Wnt4,4.1022773,0.0,Edn3,4.0797577,2.201070039331534e-185,Ptms,2.0929027,3.3571893375855866e-59,C1s1,6.398036,0.0,Carmn,4.40793,1.7771094065958154e-47,Wnt5a,2.6069913,1.4768361773426267e-109,Nnat,1.7228047,7.50620364928754e-67,Mafb,3.1822107,4.3222579342292005e-12,Msn,1.1120024,6.849730192174502e-84,Dnaja1,1.2503841,3.1739881615657773e-233,Slco2a1,3.4871888,9.553717209697599e-100,Id3,2.1352634,3.732033045279231e-43,Apold1,3.4966993,5.406524797704021e-103,Cd200,4.111603,0.0,Ranbp1,1.337152,1.2405096397130286e-218,Ccl25,3.608743,0.0,Pcyt2,3.7396588,0.0,Mrps36,2.4437325,8.962868027556233e-97,Atp6ap2,2.6897693,7.309241866410974e-69,Nkx2-2,9.768512,6.713190614939952e-37,Zc3h15,1.947185,5.5491572700771565e-260,Wwp1,3.9263473,5.682695538865704e-82,Nrcam,6.060336,1.239610941769693e-169,Fgf9,4.641579,8.62830479607521e-124,Emp2,4.084561,8.89743724922497e-142,Man2b1,2.7266495,0.0,Pld4,4.91271,1.340038709223612e-138,Rec114,4.9426026,0.0010269311186568858
Tpm2,0.9134872,1.501589885870487e-10,Ckap4,1.7418623,0.0,Nedd4,1.0298058,1.0317256353409467e-184,Filip1l,3.3505394,4.49874656398425e-59,Rbms3,2.7171562,0.0,Lgmn,2.4915798,1.790724405717827e-47,Ptov1,1.1580436,6.17985257542237e-109,Thbs4,3.967964,3.419889774584723e-66,Bmpr2,2.3571935,4.478127908933898e-12,Pomp,0.34087932,1.9628570784538898e-82,Igfbp4,1.612839,5.73717857885098e-233,Bgn,2.8233452,6.1917934837679204e-99,Crip1,2.4091258,1.1117831657024402e-42,Adam10,2.0544338,6.558145312808797e-103,Plxnd1,3.1000528,0.0,Elf3,2.793904,4.89951294436326e-218,Apoa1,3.8155675,0.0,St3gal4,4.031593,0.0,Lgals2,2.9257755,6.768981020301628e-96,Grtp1,3.9623907,1.0749704436528149e-68,Gpx2,5.2483935,1.2764539673554116e-36,Nme1,1.6124125,6.606842122035788e-257,Rap1a,2.2872407,3.233461536445874e-80,Postn,1.9744729,1.443517178014085e-169,Bnc2,2.8268483,1.3515942101406645e-123,Vim,2.1399667,8.713445851248779e-141,Irf8,3.8300676,0.0,Lamp1,2.2715058,1.4879667151503133e-138,St3gal5,2.1460016,0.0010494498260772813
Rpl17,-0.1879444,3.9733336467939876e-10,Myl9,1.8358737,0.0,Pdlim7,1.7500759,1.2325177694034696e-183,Col1a2,3.1287172,9.957797610465277e-59,Thbs3,4.912461,0.0,Car2,4.879712,2.600160989330385e-47,Rbm39,1.0371257,2.0436407690956426e-108,Ptma,0.7423447,4.3265344679700633e-66,Rasl11a,4.2806263,5.608027296056017e-12,Stmn1,0.5838166,4.942181918474315e-82,Gimap4,2.457887,4.2240286141275095e-232,Flt1,2.8205075,8.762786314855092e-99,Egfl8,5.8758197,2.4052374684766808e-42,Scn1b,4.54448,1.9681240019066637e-102,BC028528,3.5729003,0.0,Rpl30,0.5917821,3.726012619976409e-217,Bex4,2.7676494,0.0,Serpinb1a,4.0431046,0.0,Mpp1,2.996287,1.5009014069865222e-95,Pcbd1,2.9231339,1.9734508681211125e-67,Npdc1,2.4783301,1.6264818922288365e-36,Dusp26,5.966062,2.9879679164440595e-256,Ubl3,2.9462862,7.835439756004057e-80,Rplp0,0.6944315,2.3837418776110104e-169,Eef1b2,0.8771974,5.986610028379709e-123,Colec12,3.5053694,1.5143002410732186e-140,Stab1,4.0300713,0.0,Ltc4s,5.491914,1.2644518022290423e-137,Hscb,1.4313447,0.0011519559445253569
Actg2,1.6234415,8.7533858050503e-10,Efemp2,2.1468284,0.0,Hmgn1,1.0474446,2.3382929912929022e-182,Fam241a,4.2031717,1.3897104323900667e-58,Rpl39,0.87953097,0.0,Foxf2,5.8922353,1.0451592752934966e-46,Pebp1,1.0562644,2.0247809439793913e-107,Dlk1,1.842207,4.3555639603196143e-66,Csf1,4.474174,6.0431433844031965e-12,Cav1,1.1302278,1.0348820022419842e-81,Mef2c,1.8040351,1.1224357814124932e-230,Filip1l,3.1223748,9.102464544928372e-99,Synpo,3.833871,4.23157378215536e-42,Serinc3,2.0168135,9.82329054652554e-102,Cd9,2.6775763,0.0,Rps14,0.65708554,2.1478129879241923e-214,Tpd52,2.5803208,0.0,Acadl,3.3621266,0.0,Ldha,1.374748,3.0054318888084375e-95,Impad1,2.6623034,2.6096366943666936e-67,Spint1,3.0763786,2.1152095146044143e-36,Mapt,6.657978,3.2376952881652993e-256,Dag1,3.3144152,3.341784398920842e-79,Rnaseh2c,1.5271188,4.97590963114418e-168,Dkk2,2.9756846,1.1513886404271535e-122,C2,4.7016025,3.3632163531780948e-140,Sat1,2.1279745,0.0,Fcgr4,6.4916053,1.6178355345804261e-137,1810058I24Rik,0.4100091,0.0013912020912347544
Ifitm1,0.823892,1.818789048703321e-08,Slc38a4,2.9031591,0.0,Nfia,1.598339,1.246160627930765e-181,Tns1,3.3070807,1.5203624198342079e-58,Serpinh1,1.8465785,0.0,Sept11,1.9451364,1.1214848130095995e-46,Ppp1r14a,2.5300984,2.1084268800000257e-106,Maged1,1.413813,1.2377897746517854e-65,Pcdh7,3.4138184,6.705727012967992e-12,Sox18,1.3694195,2.3665379105350686e-79,Itgb1,1.4815319,3.238670521279861e-229,Elk3,2.8298264,1.2589729153192905e-98,Notch1,2.6161003,4.5682245174621946e-42,Fbln5,2.8999782,1.7736186293341845e-100,Pdgfb,4.0558057,0.0,Rpl7,0.60437554,8.925958074429683e-213,Gsr,2.6272252,0.0,Abcc2,5.624582,0.0,Acot1,3.1138766,1.721390706285273e-93,Rnf128,3.2762473,7.407353274643711e-67,Rnase4,2.4055228,4.1536721220303724e-36,Sept3,4.936384,6.045917380203781e-256,Ptprz1,5.464109,3.35390398516433e-79,Hmgn3,1.9027909,2.540286338281608e-167,Efemp1,4.2511253,1.4780177304725834e-122,Emp3,2.450295,4.622034217311904e-140,Tspo,2.403946,0.0,Ppfia4,5.68863,5.329184910994955e-137,1300017J02Rik,6.2597914,0.0016343653856277195
Rpl28,-0.123762555,3.154725598406151e-08,Pdia6,1.2442638,0.0,Bcl11a,2.655332,1.8374079060663175e-179,Prkar1a,2.1211667,2.821705989032834e-57,Pi15,5.455701,0.0,Ralgapa1,3.0631592,2.1919785983640295e-46,Hsd17b10,1.2620864,2.8860654350182353e-105,Bmp4,3.7205384,1.302923035039484e-64,Ptgs1,3.1421092,7.2297901321362565e-12,Aplnr,1.606653,1.613503019287817e-78,Robo4,2.406638,9.909992115655616e-223,Kitl,3.1331496,1.7824242075114885e-98,Zyx,2.5784693,5.0505207907391994e-42,Gja4,3.9190335,3.517662298109388e-100,Itpkb,3.8263254,0.0,Mapk13,2.1468582,1.0899910002676195e-210,Aadac,4.265789,0.0,Anxa4,4.0497937,0.0,Gpx4,1.2556452,2.9008104929841943e-93,Mgst3,2.6016314,9.621755636070225e-67,Tusc3,2.245622,1.2869785967535066e-35,Rnf187,1.8560857,8.604561489264809e-256,Abca8b,7.335741,4.075786805219253e-79,Gas7,3.2880697,2.5837811115891375e-167,Amer1,2.6858106,1.592619914475642e-122,Fras1,4.0622706,2.8192096070460196e-139,Hpgds,5.0636716,0.0,Rnf149,3.4219973,1.4757495751610534e-136,Cd24a,0.98310816,0.0017414442170010614
Hba-x,1.5939637,6.356400631461342e-07,Rab34,2.0683951,0.0,Hand1,3.6015096,5.080156088789416e-178,Gucy1b1,3.6990817,2.869225058477684e-57,S100a10,1.8305365,0.0,Cebpb,2.5189507,4.5634406991182096e-46,Eef1g,1.0054696,1.4645851061655907e-103,Maged2,1.4951503,1.8398728029417618e-64,Cxcl14,6.7661843,7.859372692671508e-12,Ccdc85b,1.5690475,1.2051847869623332e-77,Tgfb1,2.1402054,1.7727682271812178e-221,Epas1,2.9707484,3.0891051073152e-97,Cgnl1,3.5675347,2.2140694773669615e-41,Mknk2,2.370009,5.915778890431951e-100,Rasgrp3,3.9382992,0.0,Naca,0.65608907,2.4739367602811847e-210,Sephs2,2.8342376,0.0,Atp1b1,4.033908,0.0,Atp5d,1.1001067,7.848441824361714e-93,Cdx1,3.9398403,3.1162035765771055e-66,Lgals4,2.8897831,1.5654433475231244e-35,Rtn4,1.7095085,1.2166648755922632e-253,Ahnak,2.6529682,1.0278467956908901e-78,Map4k4,1.5329169,9.717033129204989e-167,Creb3l2,2.1421618,1.0014833161259423e-121,Ildr2,6.621217,1.9064370924611493e-137,Hexa,2.382146,0.0,Ncf2,4.747141,1.8403812390956154e-136,Adipor1,0.9724873,0.0018714698181367666
Rps18,-0.31319872,9.261926565087287e-07,Ifitm2,1.1916605,0.0,Ptms,1.1705776,6.89760594400708e-177,Ctgf,5.128875,2.764066254265737e-56,Osr1,3.2150743,0.0,Rap2a,3.040486,4.78861741047886e-46,Rps19,0.60141224,3.9573719081867973e-103,Kdelr3,2.5822837,2.1722097627750518e-64,Rbms1,1.8067929,8.36847363932672e-12,Set,0.23657596,7.141503862092358e-77,She,2.6890407,3.54659849539912e-221,Npr1,3.8614933,1.3974824395462825e-96,Fryl,3.2339861,3.4983735933047864e-41,Cavin1,1.9354022,8.169421584277997e-99,Arap3,4.041008,0.0,Siva1,1.5726602,4.047304037753121e-210,Tpi1,1.979937,0.0,Cldn7,4.6091976,0.0,Gnpda1,3.6272643,7.267987388027293e-92,Prss32,7.8156037,4.548066335298366e-66,Smim24,2.717401,2.3255115147419746e-35,Chd3,2.0793896,1.2940742968399102e-252,S1pr3,4.5441756,1.8970830425765714e-78,Ctnnal1,3.490813,6.033781611692283e-165,Sdc4,2.0944633,2.9763262663111936e-121,Tgm2,4.1348023,6.325753712429535e-137,Clec4a1,7.4621377,0.0,Arhgdib,3.6079252,3.2288249778041158e-136,Plek2,2.6031048,0.0022555894664288566
